System ID,System Name,System X,System Y,Link South (Down),Link East (Left),Link West (Right),Link North (Up),Star 1 ID,Star 1 Size,Star 1 Color,Star 1 Spectral Class,Star 1 Heat (0-10),Star 1 Flares (0-10),Star 1 Special,Star 1 Name,System Type*,Star 1 X,Star 1 Y,Star 2 ID,Star 2 Size,Star 2 Color,Star 2 Spectral Class,Star 2 Heat (0-10),Star 2 Name,Star 2 X,Star 2 Y,Binary Type*,Accretion Disk ID,ID Carryover,Accretion Disk Heat (0-10),Star 3 ID,Star 3 Size,Star 3 Color,Star 3 Spectral Class,Star 3 Heat (0-10),Star 3 Flares (0-10),Star 3 Name,Star 3 X,Star 3 Y,Plasma 0-10,Dustiness 0-10,Ambient Ionization 0-10,System Baseline Heat,"Asteroids (CSM, SML) 0-10",Roid Ice?,Sensor Interference 0-10,Turbulence 0-10,Charge Storms 0-10,Heat Storms 0-10,Combo Storms 0-10,Total Flares 0-10,Burn Rate 0-10,Planet 1 Exists?,Planet 1 ID,Planet 1 Name,Planet 1 Volcanism 0-10,(Planet 1 Roid Type),Planet 1 Size,Planet 1 Gravity,Planet 1 Tidal Lock?,Planet 1 Atmosph. Thickness 0-10,Planet 1 O2 0-10,Planet 1 CO2 0-10,Planet 1 Flamm. 0-10,Planet 1 Toxins 0-10,Planet 1 Equatorial / Dayside Temp,Planet 1 Polar / Nightside Temp,Planet 1 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 1 Polar / Nightside Volatiles Desc,Planet 1 Clouds Desc,Planet 1 Type,Planet 1 Geographic Features,Planet 1 Activity,Planet 1 X,Planet 1 Y,Planet 2 Exists?,Planet 2 ID,Planet 2 Name,Planet 2 Volcanism 0-10,(Planet 2 Roid Type),Planet 2 Size,Planet 2 Gravity,Planet 2 Tidal Lock?,Planet 2 Atmosph. Thickness 0-10,Planet 2 O2 0-10,Planet 2 CO2 0-10,Planet 2 Flamm. 0-10,Planet 2 Toxins 0-10,Planet 2 Equatorial / Dayside Temp,Planet 2 Polar / Nightside Temp,Planet 2 Cloud Density 0-10,Planet 1 Equatorial / Dayside Volatiles Desc,Planet 2 Polar / Nightside Volatiles Desc,Planet 2 Clouds Desc,Planet 2 Type,Planet 2 Geographic Features,Planet 2 Activity,Planet 2 X,Planet 2 Y,Planet 3 Exists?,Planet 3 ID,Planet 3 Name,Planet 3 Total Heat,Planet 3 Volcanism 0-10,(Planet 3 Roid Type),Planet 3 Size,Planet 3 Gravity,Planet 3 Tidal Lock?,Planet 3 Atmosph. Thickness 0-10,Planet 3 O2 0-10,Planet 3 CO2 0-10,Planet 3 Flamm. 0-10,Planet 3 Toxins 0-10,Planet 3 Equatorial / Dayside Temp,Planet 3 Polar / Nightside Temp,Planet 3 Cloud Density 0-10,Planet 3 Equatorial / Dayside Volatiles Desc,Planet 3 Polar / Nightside Volatiles Desc,Planet 3 Clouds Desc,Planet 3 Type,Planet 3 Geographic Features,Planet 3 Activity,Planet 3 X,Planet 3 Y,Moon 1 Exists?,Moon 1 ID,Moon 1 Planet,Moon 1 Name,Moon 1 Size,Moon 1 Gravity,Moon 1 Volcanism,Moon 1 Atmosph. Thickness 0-10,Moon 1 O2 0-10,Moon 1 CO2 0-10,Moon 1 Flamm. 0-10,Moon 1 Toxins 0-10,Moon 1 Equatorial Temp,Moon 1 Polar Temp,Moon 1 Cloud Density 0-10,Moon 1 Equatorial Volatiles Desc,Moon 1 Polar Volatiles Desc,Moon 1 Clouds Desc,Moon 1 Type,Moon 1 Geographic Features,Moon 1 Activity,Moon 1 X,Moon 1 Y,Moon 2 Exists?,Moon 2 ID,Moon 2 Planet,Moon 1 Category,Moon 2 Name,Moon 2 Size,Moon 2 Gravity,Moon 2 Volcanism,Moon 2 Atmosph. Thickness 0-10,Moon 2 O2 0-10,Moon  CO2 0-10,Moon 2 Flamm. 0-10,Moon 2 Toxins 0-10,Moon 2 Equatorial Temp,Moon 2 Polar Temp,Moon 2 Cloud Density 0-10,Moon 2 Equatorial Volatiles Desc,Moon 2 Polar Volatiles Desc,Moon 2 Clouds Desc,Moon 2 Type,Moon 2 Geographic Features,Moon 2 Activity,Moon 2 X,Moon 2 Y,Biggest GG Planet #,Trojans Exist?,(Trojans Roid Type),Leading Trojans ID,Leading Trojans Name,Leading Trojan X,Leading Trojans Y,Trailing Trojans ID,Trailing Trojans Name,Trailing Trojans X,Trailing Trojans Y,Comet 1 Exists?,Comet 1 Graphic Tail Direction,Comet 1 ID,Comet 1 X,Comet 1 Y,Comet 2 Exists?,Comet 2 Graphic Tail Direction,Comet 2 ID,Comet 2 X,Comet 2 Y
277,DSN-2779,-153,-95,259,276,,295,996,Giant,Pre-Main,PMS.,1,10,Protoplanetary Disk,DSN-2779,Single,0,0,,,Pre-Main,PMS.,,,,,,,996,,,,Pre-Main,PMS.,,,,,,10,10,0,10,10,No Ice,8,10,0,0,0,3,0,Exists,997,DSN-2779 I,,Carbonaceous,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,-262,117,Exists,998,DSN-2779 II,,Silicate,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,-633,-256,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
278,DSN-2780,-84,-77,260,,279,296,999,Dwarf,Yellow-White,F,4,5,-,DSN-2780 Alpha,Triple,-48,166,1000,Dwarf,Brown,Br.,0,DSN-2780 Beta,48,-166,Detached,,1000,,1001,Dwarf,Red,M,1,10,DSN-2780 Gamma,-625,524,0,0,0,0,0,No Ice,0,0,0,0,0,5,0,Exists,1002,DSN-2780 Alpha I,,,Medium,Massive,0,11,0,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-114,242,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,0,1003,73,143,-,,,,
279,DSN-2792,-40,-39,261,278,280,,1004,Giant,Blue,B,7,5,-,DSN-2792 Alpha,Binary,-73,-1,1005,Dwarf,Red,M,1,DSN-2792 Beta,146,3,Detached,,1005,,,,Yellow-White,F,,,,,,0,0,0,0,8,No Ice,2,0,0,0,0,5,0,Exists,1006,DSN-2792 AB I,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,118,-362,Exists,1007,DSN-2792 AB II,,Carbonaceous,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,-639,136,Exists,1008,DSN-2792 AB III,4,,Silicate,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,-880,46,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,22.5,1009,463,216,-,,,,
280,DSN-2802,0,-31,262,279,281,298,1010,Dwarf,Red,M,1,10,-,DSN-2802 Alpha,Binary,-338,-294,1011,Dwarf,Red,M,1,DSN-2802 Beta,338,294,Detached,,1011,,,,Red,M,,,,,,0,0,0,0,5,Ice,1,0,0,0,0,7,0,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1012,DSN-2802 Beta I,,,Medium,Massive,1,11,3,0,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",262,338,Exists,1013,DSN-2802 Beta II,4,,Metallic,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,98,252,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
281,DSN-2812,55,5,,280,282,299,1014,Dwarf,Red,M,1,10,-,DSN-2812 Alpha,Triple,-44,-67,1015,Dwarf,Yellow,G,3,DSN-2812 Beta,44,67,Detached,,1015,,1016,Dwarf,Red,M,1,10,DSN-2812 Gamma,-751,201,0,0,0,0,1,No Ice,0,0,0,0,0,8,0,Exists,1017,DSN-2812 AB I,10,,Small,Light,0,2,0,2,0,2,8,7,2,-,,Sparse Ammonia Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms",179,199,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1018,DSN-2812 Gamma I,8,10,,Medium,Medium,0,3,0,0,0,3,8,7,6,-,,Abundant Water Clouds,Dry Planet,"Mountains, Plains, Dunes, Volcanoes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Atmospheric Water Rain, Tornadoes, Storms",-627,132,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
282,DSN-2820,97,27,264,281,283,,1019,Hole,Black,BH.,0,0,Black Hole,DSN-2820 Alpha,Binary,182,232,1020,Dwarf,Red,M,1,DSN-2820 Beta,-363,-465,Detached,,1020,,,,Yellow-White,F,,,,,,0,0,0,0,10,Ice,3,0,0,0,0,3,0,Exists,1021,DSN-2820 Alpha I,0,,Small,Light,0,1,0,0,0,0,2,1,1,-,,Sparse Ammonia Clouds,Dry Planet,"Mountains, Plains, Dunes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Wind, Dust Devils, Dust Storms",222,4,Exists,1022,DSN-2820 Beta I,,,Large,Massive,0,11,0,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-263,-508,Exists,1023,DSN-2820 Beta II,3,0,,Large,Heavy,0,3,0,2,0,0,4,3,8,,Polar Water Oceans,Total Water Cloud Cover,Shrouded Planet,"Mountains, Plains, Dunes, Craters, Water Lakes, Water Rivers, Canyons, Water Oceans","Day/Night Rotation, Wind, Dust Devils, Dust Storms, Lightning, Water Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Water Dew, Hurricanes, Tsunamis, Sea Storms, Water-Spouts",-250,-211,Exists,1024,1,DSN-2820 Alpha I a,Micro,Micro,3,,,,,,2,1,,Surface Ice,,,Icy Minimoon,"Rocky Surface, Ice","Synchronized Rotation, Sunrises, Sunsets",215,43,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,225,1025,27,88,-,,,,
283,DSN-2835,145,29,265,282,284,,1026,Dwarf,Red,M,1,10,-,DSN-2835 Alpha,Binary,-2,128,1027,Dwarf,Red,M,1,DSN-2835 Beta,2,-128,Detached,,1027,,,,Red,M,,,,,,0,0,0,0,5,Ice,1,0,0,0,0,7,0,Exists,1028,DSN-2835 Alpha I,,,Small,Massive,1,11,5,2,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-45,200,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,202.5,1029,-187,-136,-,,,,
284,DSN-2849,216,58,266,283,,302,1030,Dwarf,Red,M,1,10,-,DSN-2849 Alpha,Binary,101,150,1031,Dwarf,Blue-White,A,5,DSN-2849 Beta,-101,-150,Detached,,1031,,,,Brown,Br.,,,,,,0,0,0,0,9,No Ice,2,0,0,0,0,5,0,Exists,1032,DSN-2849 Alpha I,,Metallic,Large,Micro,0,,,,,,,,,-,,,Asteroid,"Gravitational Rounding, Rocky Surface",Rotation,57,55,Exists,1033,DSN-2849 Beta I,10,,Large,Heavy,1,5,4,3,0,5,12,9,3,Partial Dayside Lava Oceans,Partial Nightside Volcanic Crust,Abundant Ash Clouds,Eyeball Planet,"Volcanoes, Mountains, Plains, Lava Oceans, Islands, Dunes","Synchronized Rotation, Meteor Streaks, Aurorae, Volcanic Eruptions, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards, Lava Tsunamis, Crust Calving",-133,-74,Exists,1034,DSN-2849 AB I,4,,Metallic,Small,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,602,128,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
285,DSN-2858,271,72,267,,286,303,1035,Dwarf,Red,M,1,10,-,DSN-2858,Single,0,0,,,Red,M,,,,,,,1035,,,,Red,M,,,,,,0,0,0,0,6,Ice,2,0,0,0,0,3,0,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1036,DSN-2858 I,,,Small,Massive,0,11,0,0,6,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",-543,57,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,2,Exist,Ice,1037,DSN-2858 I Gr.,-321,-442,1038,DSN-2858 I Tr.,-222,499,-,,,,,-,,,,
286,DSN-2860,278,110,268,285,,304,1039,Dwarf,Red,M,1,10,-,DSN-2860 Alpha,Binary,-548,630,1040,Dwarf,Red,M,1,DSN-2860 Beta,548,-630,Detached,,1040,,,,Red,M,,,,,,0,0,0,0,6,Ice,2,0,0,0,0,7,0,Exists,1041,DSN-2860 Alpha I,,,Small,Massive,0,11,0,0,0,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-727,565,-,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
287,DSN-2877,327,115,269,,288,305,1042,Dwarf,Red,M,1,10,-,DSN-2877 Alpha,Binary,442,-39,1043,Dwarf,Red,M,1,DSN-2877 Beta,-442,39,Detached,,1043,,,,Red,M,,,,,,0,0,0,0,0,Ice,0,0,0,0,0,7,0,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1044,DSN-2877 Beta I,,,Large,Massive,0,11,0,0,11,0,,,11,,,Global Cloud Layers,Gas Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Ammonia Rain, Diamond Rain, Hail, Snow",-312,7,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
288,DSN-2888,424,147,270,287,289,,1045,Dwarf,Brown,Br.,0,0,-,DSN-2888 Alpha,Binary,-70,-81,1046,Dwarf,Red,M,1,DSN-2888 Beta,70,81,Detached,,1046,,,,Yellow,G,,,,,,0,0,0,0,9,Ice,2,0,0,0,0,3,0,Exists,1047,DSN-2888 AB I,1,,Small,Light,0,1,1,0,0,0,5,4,0,-,,,Dry Planet,"Mountains, Plains, Dunes, Volcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Ash Rain, Wind, Dust Devils, Dust Storms",-59,-192,Exists,1048,DSN-2888 AB II,0,,Small,Light,0,3,0,1,0,0,0,0,2,Partial Global Sulfuric-Acid-Ice Shell,,Sparse Sulfuric-Acid Clouds,Mixed Planet,"Mountains, Plains, Dunes, Sulfuric-Acid-Ice Glaciers, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Dust Devils, Dust Storms, Sulfuric-Acid Snow, Sulfuric-Acid Frost, Blizzards, Avalanches, Snow Devils",-592,41,Exists,1049,DSN-2888 AB III,0,1,,Medium,Medium,0,1,0,1,0,0,0,0,3,Deep Global Water-Ice Shell and Subsurface Ocean,,Abundant Water Clouds,Ice-Shell Planet,"Mountains, Plains, Subsurface Water Ocean, Water Cryovolcanoes, Craters","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Water-Ice Rain, Lightning, Water Snow, Water Frost, Avalanches",553,614,Exists,1050,2,DSN-2888 AB II a,Small,Light,6,2,1,0,0,1,0,0,4,Deep Global Ammonia-Ice Shell and Subsurface Ocean,,Abundant Ammonia Clouds,Ice-Shell Moon,"Gravitational Rounding, Mountains, Plains, Subsurface Ammonia Ocean, Ammonia Cryovolcanoes, Craters","Synchronized Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Cryovolcanic Eruptions, Ammonia-Ice Rain, Wind, Snow Devils, Blizzards, Lightning, Ammonia Snow, Ammonia Frost, Avalanches",-596,81,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,225,1051,-207,-200,-,,,,
289,DSN-2895,483,148,271,288,,,1052,Dwarf,Red,M,1,10,-,DSN-2895 Alpha,Binary,-453,241,1053,Giant,Blue-Violet,O,9,DSN-2895 Beta,227,-121,Detached,,1053,,,,Brown,Br.,,,,,,0,0,0,0,3,No Ice,1,0,0,0,0,5,0,Exists,1054,DSN-2895 Alpha I,10,,Small,Light,0,2,1,0,0,2,10,9,3,Global Lava Lakes,,Abundant Ash Clouds,Volcanic Planet,"Volcanoes, Mountains, Plains, Lava Lakes, Islands","Day/Night Rotation, Sunrises, Sunsets, Meteor Impacts, Meteor Streaks, Aurorae, Volcanic Eruptions, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards",-666,298,Exists,1055,DSN-2895 Beta I,,,Large,Massive,1,11,7,0,0,0,,,11,,,Global Cloud Layers,Eyeball Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Synchronized Rotation, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",303,-180,-,,,,,,,,,,,,,,,,,,,,,,,,,Exists,1056,1,DSN-2895 Alpha I a,Micro,Micro,10,,,,,,10,9,,-,,,Minimoon,"Gravitational Rounding, Rocky Surface","Synchronized Rotation, Sunrises, Sunsets",-643,331,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
290,DSN-2905,-438,-138,272,,291,308,1057,Giant,Blue-Violet,O,9,5,-,DSN-2905,Single,0,0,,,Red,M,,,,,,,1057,,,,Red,M,,,,,,0,0,0,0,2,No Ice,1,0,0,0,0,2,0,Exists,1058,DSN-2905 I,10,,Large,Heavy,0,5,3,2,0,5,11,10,3,Global Lava Ocean,,Abundant Ash Clouds,Lava Planet,"Lava Ocean, Islands","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards, Lava Tsunamis",94,108,Exists,1059,DSN-2905 II,,,Medium,Massive,0,11,6,0,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",76,-481,-,,,,,,,,,,,,,,,,,,,,,,,,,Exists,1060,2,DSN-2905 II a,,,,,,,,,,,,,,,Rocky Ring,"Rocks, Boulders, Dust, Gaps, Ringlets, Spiral Waves, Clusters, Clumps, Shepherd Moons, Gap Moonlets, Propeller Moonlets",,111,-500,-,,,,,,,,,,,,,,,,,,,,,,,,2,Exist,Icy Sil.,1062,DSN-2905 II Gr.,454,-175,1063,DSN-2905 II Tr.,-379,-306,Exists,0,1064,316,-56,Exists,22.5,1065,813,280
291,DSN-2910,-404,-101,,290,292,309,1066,Dwarf,Orange,K,2,7,-,DSN-2910 Alpha,Triple,48,-120,1067,Giant,Blue-Violet,O,9,DSN-2910 Beta,-24,60,Detached,,1067,,1068,Dwarf,Red,M,1,10,DSN-2910 Gamma,-769,250,0,0,0,0,0,No Ice,0,0,0,0,0,7,0,Exists,1069,DSN-2910 AB I,,,Large,Massive,0,11,10,0,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",-286,134,Exists,1070,DSN-2910 AB II,,,Medium,Massive,0,11,4,8,0,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",333,-280,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,270,1071,41,-779,-,,,,
292,DSN-2925,-368,-91,274,291,293,,1072,Neutron,Neutron,N.,14,10,Neutron Star,DSN-2925 Alpha,Binary,-211,-45,1073,Dwarf,Red,M,1,DSN-2925 Beta,423,90,Detached,,1073,,,,Red,M,,,,,,0,0,0,0,2,No Ice,1,0,0,0,0,7,0,Exists,1074,DSN-2925 Alpha I,10,,Medium,Medium,0,7,6,0,0,7,10,9,3,-,,Abundant Ash Clouds,Volcanic Planet,"Volcanoes, Mountains, Plains, Dunes","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Volcanic Eruptions, Ash Rain, Volcanic Lightning, Ash Devils, Wind Storms, Ash Blizzards",-87,-138,-,,,,,,,,,,,,,,,,,,,,,,,,Exists,1075,DSN-2925 Beta I,10,,,Medium,Massive,0,11,0,0,7,0,,,11,,,Global Cloud Layers,Hot Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Liquid-Metal Rain, Diamond Rain, Nightside Heat-Glow",231,103,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,3,Exist,Icy Carb.,1076,DSN-2925 Beta I Gr.,315,-70,1077,DSN-2925 Beta I Tr.,338,262,-,,,,,Exists,135,1078,-522,266
293,DSN-2934,-278,-87,275,292,294,311,1079,Dwarf,Red,M,1,10,-,DSN-2934 Alpha,Binary,51,-24,1080,Dwarf,Red,M,1,DSN-2934 Beta,-51,24,Contact,,1080,,,,Red,M,,,,,,0,0,0,0,7,Ice,2,0,0,0,0,7,0,Exists,1081,DSN-2934 AB I,,Carbonaceous,Medium,Micro,0,,,,,,,,,-,,,Asteroid,Rocky Surface,Rotation,129,87,Exists,1082,DSN-2934 AB II,,Ice,Small,Micro,0,,,,,,,,,Surface Ice,,,Icy Asteroid,"Rocky Surface, Ice",Rotation,476,146,Exists,1083,DSN-2934 AB III,0,,,Small,Massive,0,11,2,7,0,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",625,347,-,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,Exists,112.5,1084,-191,294,-,,,,
294,DSN-2941,-215,-62,276,293,295,,1085,Dwarf,Red,M,1,10,-,DSN-2941,Single,0,0,,,Red,M,,,,,,,1085,,,,Red,M,,,,,,0,0,0,0,8,Ice,2,0,0,0,0,3,0,Exists,1086,DSN-2941 I,9,,Small,Light,0,3,3,1,0,3,3,2,6,Deep Equatorial Water Ocean,Deep Polar Water-Ice Shell,Abundant Water Clouds,Oceanic Planet,"Water Ocean, Polar Water-Ice Caps","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Water Rain, Fog, Water-Spouts, Lightning, Sea Storms, Hurricanes, Tsunamis, Water Snow, Water Frost, Water Hail, Ice Calving, Water-Icebergs, Blizzards, Snow Devils",158,152,Exists,1087,DSN-2941 II,9,,Medium,Medium,0,5,1,5,0,5,5,4,3,Global Water Lakes,,Abundant Water Clouds,Mixed Planet,"Mountains, Plains, Dunes, Volcanoes, Water Lakes, Water Rivers, Canyons","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Ash Rain, Lava Flows, Volcanic Eruptions, Volcanic Lightning, Ash Devils, Ash Blizzards, Wind, Dust Devils, Dust Storms, Lightning, Water Rain, Fog, Tornadoes, Storms, Landslides, Sinkholes, Water Dew",317,0,Exists,1088,DSN-2941 III,0,,,Small,Massive,0,11,7,0,0,0,,,11,,,Global Cloud Layers,Ice Giant,"Atmospheric Bands, Cloud Layers, Polar Vortices, Shrouded Supercritical-Fluid Ocean","Day/Night Rotation, Sunrises, Sunsets, Meteor Streaks, Aurorae, Wind, Jetstreams, Storms, Lightning, Cyclones, Cloud Pillars, Haze, Free-Floating Clouds, Water Rain, Diamond Rain, Hail, Snow",-371,550,Exists,1089,3,DSN-2941 III a,Micro,Micro,2,,,,,,0,0,,Surface Ice,,,Icy Minimoon,"Rocky Surface, Ice","Synchronized Rotation, Sunrises, Sunsets",-404,528,-,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,-,,,,
